ID;Date;Date (Unix);Token;Token Symbol;Volume;Volume USD;Untracked Volume USD;Total Value Locked;Total Value Locked USD;Price USD;Fees USD;Open Price USD;High Price USD;Low Price USD;Close Price USD
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18761;14/05/2021, 02:00:00;1620950400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;173641.735351539667380214;692144606.831672619977301109;692144606.831672619977301109;81642.519257874601416267;333705423.28719003821472027;4087.397428699548766482;2431392.016004292456119677;3716.466301273218972386;4162.215590355217055532;3701.083350954953042942;4087.397428699548766482
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18762;15/05/2021, 02:00:00;1621036800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;183883.799603117732397541;709245584.256033291218448415;709245584.256033291218448415;114969.976644951418552746;418478803.465507388244477791;3639.89639449825618149;2593324.361886085827376897;4087.397428699548766482;4110.567472896762317518;3581.988815979764631296;3639.89639449825618149
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18763;16/05/2021, 02:00:00;1621123200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;262175.728142491137667948;943170033.936120346537489223;943170033.936120346537489223;125185.062486178151856989;447950226.151795195808312094;3578.304130345055921567;3398881.94071271815589173;3639.89639449825618149;3886.752537586609060692;3330.865659041227924764;3578.304130345055921567
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18764;17/05/2021, 02:00:00;1621209600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;327972.950076195005956445;1101756727.346917773003796885;1101756727.346917773003796885;141625.589999839781435728;464462302.871258114393784626;3279.508335123501003672;3706943.236422323222449617;3578.304130345055921567;3580.799840754104441907;3085.962792556970903742;3279.508335123501003672
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18765;18/05/2021, 02:00:00;1621296000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;263291.697567561579896165;897523885.626520943184207446;897523885.626520943184207446;127310.483093817696917739;431418827.300889603632510263;3388.714085571164258417;2881651.244631432624014879;3282.71056585139550385;3553.091752501511571217;3259.571184399184256255;3388.714085571164258417
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18766;19/05/2021, 02:00:00;1621382400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;688180.26916665150231885;1890389102.098469216353967836;1890389102.098469216353967836;149025.919217451676377328;365204305.544610268812845194;2450.609313214308482194;6227323.260278922425413964;3388.714085571164258417;3424.484245248891252944;1949.785282002829382431;2450.609313214308482194
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18767;20/05/2021, 02:00:00;1621468800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;468487.798423346970054071;1251298545.842348121814511046;1251298545.842348121814511046;154926.221743232849384508;430043222.668702232697714981;2775.793650873606529494;4122914.548572833404676129;2450.609313214308482194;2996.183349874674523384;2130.642916110620883431;2775.793650873606529494
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18768;21/05/2021, 02:00:00;1621555200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;458546.443738733630410263;1147420710.717823154626950013;1147420710.717823154626950013;153905.365883028803112942;374225578.928384612753868572;2431.530419886748043829;3617700.809828007246203822;2775.793650873606529494;2924.46197766696008371;2075.476710139209244085;2431.530419886748043829
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18769;22/05/2021, 02:00:00;1621641600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;369879.348090206083495261;865868444.74572768363479434;865868444.74572768363479434;157613.306806569610545705;360546576.620629718815344084;2287.538938974925934858;2718202.011725731455889064;2431.530419886748043829;2477.022882028046599659;2170.523627832887691995;2287.538938974925934858
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18770;23/05/2021, 02:00:00;1621728000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;640218.636436526477639889;1297017981.3673336921330412;1297017981.3673336921330412;153811.92162011861687587;323861256.890790361042381209;2105.566678314155277641;4119492.630533755188354607;2287.538938974925934858;2371.613253196968109241;1710.304279343909412159;2105.566678314155277641
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18771;24/05/2021, 02:00:00;1621814400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;536927.723001134426916051;1287131701.583125400008664504;1287131701.583125400008664504;136943.926285459609128703;361729367.59964250602765847;2641.441482009341933405;4077970.714065664792662567;2107.689845358846451881;2677.973869953332716295;2094.743611384122245972;2641.441482009341933405
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18772;25/05/2021, 02:00:00;1621900800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;453975.731832812714344273;1170921273.288191097231100493;1170921273.288191097231100493;153927.543372781139590639;415478970.540417124773744069;2699.18535329451554233;3711835.771187186907575168;2641.441482009341933405;2747.739742296927482678;2381.966020505948768646;2699.18535329451554233
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18773;26/05/2021, 02:00:00;1621987200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;419853.550404568136955328;1168276478.114592294086440709;1168276478.114592294086440709;154221.117822157181816617;443292580.525926573636502353;2874.39610596725979964;3811876.411319873877105099;2699.18535329451554233;2902.139915599427751403;2657.979343927320281762;2874.39610596725979964
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18774;27/05/2021, 02:00:00;1622073600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;330914.964895684562687784;913739919.62978305631847005;913739919.62978305631847005;180424.904933030549397349;496429924.333749023601292811;2751.44900044709488151;2786832.184755627859292456;2874.39610596725979964;2875.948023777344256641;2650.225673255705906811;2751.44900044709488151
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18775;28/05/2021, 02:00:00;1622160000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;427134.654666317787645071;1077896393.750564463402411359;1077896393.750564463402411359;219752.103823397901840891;530535676.003739429041193808;2414.246174544478395248;3382171.300428140580602478;2750.346123717485177251;2753.197138173276896825;2333.453589404905406675;2414.246174544478395248
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18776;29/05/2021, 02:00:00;1622246400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;465679.026115152908514919;1105112828.929558221677758299;1105112828.929558221677758299;245420.521781665496709368;560643080.778908554784104996;2284.418094741383708765;3404307.989746277331174635;2414.246174544478395248;2558.323340614947575037;2216.547204262893688751;2284.418094741383708765
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18777;30/05/2021, 02:00:00;1622332800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;383007.325100102231864991;901658761.588023975077340765;901658761.588023975077340765;242097.053365951680683456;579065012.162222666441700328;2391.871376009328442393;2733605.329741882874669082;2284.418094741383708765;2466.441662582506305033;2196.855921340514661019;2391.871376009328442393
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18778;31/05/2021, 02:00:00;1622419200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;338135.196866415419504829;845486526.209369717140611118;845486526.209369717140611118;196317.163884471120477467;531716772.079572223255061347;2708.457893128882652778;2621686.092099941800209033;2391.871376009328442393;2708.895337767324782181;2287.1791876438841559;2708.457893128882652778
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18779;01/06/2021, 02:00:00;1622505600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;279147.081206607906627264;729825111.416351179217502565;729825111.416351179217502565;214746.584007344317780802;566926184.684484966552842073;2639.977661600876182839;2284561.96403768956910644;2708.457893128882652778;2729.292022182550022637;2537.315973397006417165;2639.977661600876182839
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18780;02/06/2021, 02:00:00;1622592000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;218851.864961805345060261;588905891.292532328876939864;588905891.292532328876939864;205205.503426355343439224;557118077.861991513577267444;2714.927565585157036161;1821835.626916884666927667;2639.977661600876182839;2792.763404620569155546;2563.600341881592224269;2714.927565585157036161
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18781;03/06/2021, 02:00:00;1622678400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;243232.022183047271271151;682342945.431598290151434739;682342945.431598290151434739;185412.725545461051432683;530009099.386224508488081314;2858.536801220110536294;1939471.676093742287028795;2714.927565585157036161;2885.7849978641707172;2675.930201294295164121;2858.536801220110536294
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18782;04/06/2021, 02:00:00;1622764800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;330882.181164515666862994;884868355.11246481007807395;884868355.11246481007807395;211252.033924304450511821;569020777.81652798470787225;2693.563547039829957246;2878697.538513373907291441;2858.536801220110536294;2858.536801220110536294;2537.739784721598569647;2693.563547039829957246
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18783;05/06/2021, 02:00:00;1622851200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;242467.596003408574046768;648128405.041180276343355198;648128405.041180276343355198;220996.25828411423349447;578578249.763464312205672821;2618.045455863059610083;1938360.072645742726299727;2693.563547039829957246;2806.269996703660424361;2559.989117132531143661;2618.045455863059610083
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18784;06/06/2021, 02:00:00;1622937600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;146733.245129999110084634;394982479.284290219111018834;394982479.284290219111018834;203043.158154756011123912;549613887.792153458109024536;2706.882087468552787529;1177596.442695563116347868;2618.045455863059610083;2732.926815410560721087;2618.045455863059610083;2706.882087468552787529
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18785;07/06/2021, 02:00:00;1623024000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;269225.319475574396570419;733203571.606650437105597447;733203571.606650437105597447;220387.311161076829646572;569651720.471258728484869691;2584.775491248274665896;2053004.413392300089016539;2706.882087468552787529;2834.662226093399375278;2584.775491248274665896;2584.775491248274665896
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18786;08/06/2021, 02:00:00;1623110400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;457508.252094328852889765;1132599700.661720009269258559;1132599700.661720009269258559;253128.94575065708819271;636224671.374138259769474089;2513.44100330922627154;3098009.289929905621025457;2584.775491248274665896;2610.067119099902864896;2314.162574409128664517;2513.44100330922627154
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18787;09/06/2021, 02:00:00;1623196800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;420427.452294361078658038;1060268307.266356340263405045;1060268307.266356340263405045;253841.276171735699000387;660611357.087716066416572132;2602.458382854887070917;2832271.37203835426764042;2513.44100330922627154;2616.525097251686751434;2421.673390134700335841;2602.458382854887070917
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18788;10/06/2021, 02:00:00;1623283200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;299390.1220604218580723;755768376.636923741281159263;755768376.636923741281159263;287799.283535043224867424;711737063.072115608861131817;2473.032782882006601472;2023719.942291442289066652;2602.458382854887070917;2612.218616986146718136;2440.843348174238492467;2473.032782882006601472
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18789;11/06/2021, 02:00:00;1623369600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;298069.790139093939393917;721754874.560232078244751384;721754874.560232078244751384;297914.127355700776503979;700134583.76008187358926879;2350.122130744547091599;1937906.90704556674073679;2473.032782882006601472;2485.610469286837962786;2331.140958244010766789;2350.122130744547091599
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18790;12/06/2021, 02:00:00;1623456000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;275220.445969247792558752;646735109.866673840959995541;646735109.866673840959995541;270898.960567150506472071;643517740.520716896362037975;2375.489884396221400434;1536436.174735763494740834;2350.122130744547091599;2437.826617935523028615;2268.95474678681928063;2375.489884396221400434
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18791;13/06/2021, 02:00:00;1623542400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;273253.957867518097130826;660013579.012905770815945883;660013579.012905770815945883;255717.138209922777618481;640606077.138989191417685622;2505.135485338898920512;1550778.307208289648532901;2375.489884396221400434;2536.453816408920101659;2321.45895410142436924;2505.135485338898920512
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18792;14/06/2021, 02:00:00;1623628800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;253454.83621109121540583;641747883.370903955794576388;641747883.370903955794576388;244273.612754853619142388;628664334.677291044066458788;2573.607225059554594784;1519568.595964415402194368;2505.135485338898920512;2606.639836726668786283;2474.299657095157575694;2573.607225059554594784
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18793;15/06/2021, 02:00:00;1623715200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;258245.858594923476429784;666185896.871133270026193845;666185896.871133270026193845;257002.255539875843416047;655991617.3000034658303999;2552.47416378499995597;1536359.292896574935111177;2573.649398721793358766;2630.685287252481541054;2522.199354374443850475;2552.47416378499995597
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18794;16/06/2021, 02:00:00;1623801600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;253439.565883321454556716;622294381.303515757816027268;622294381.303515757816027268;297170.458545590171919958;701471327.686133148243659998;2360.501548906542730295;1435862.383615995254276527;2552.47416378499995597;2552.47416378499995597;2356.645335431094062234;2360.501548906542730295
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18795;17/06/2021, 02:00:00;1623888000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;241925.693781137526032357;576899874.42284113599503998;576899874.42284113599503998;294864.279087546190312645;699064481.607247485961036035;2370.800843596564994955;1214165.829920639828491178;2360.501548906542730295;2451.940160850225700767;2314.529142900899046105;2370.800843596564994955
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18796;18/06/2021, 02:00:00;1623974400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;329319.02162315298919043;743008953.589287255151735853;743008953.589287255151735853;311090.666350655727568284;694989860.669868791187347297;2234.042791520105880348;1511810.473512037586178203;2370.800843596564994955;2370.800843596564994955;2149.025946489886455586;2234.042791520105880348
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18797;19/06/2021, 02:00:00;1624060800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;249881.452053772178918624;556052298.029128343063377611;556052298.029128343063377611;326282.889868197060397151;709012673.402259905087224207;2172.999858155809745796;1103949.099204753257676911;2234.042791520105880348;2269.064521751034119922;2172.999858155809745796;2172.999858155809745796
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18798;20/06/2021, 02:00:00;1624147200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;345969.51100157705350322;746941021.707457521362028275;746941021.707457521362028275;310296.286141212162250747;695571132.321297774859142348;2241.635376856401034447;1561366.933867994427879712;2172.999858155809745796;2264.602132741292173419;2050.435943877150437481;2241.635376856401034447
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18799;21/06/2021, 02:00:00;1624233600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;679077.828342715570472836;1361660825.053207126473285345;1361660825.053207126473285345;334506.794190784686365294;631031521.66442389327199926;1886.453526873709622784;2941471.840744538522874736;2241.635376856401034447;2251.489008989952105116;1866.149509083526063504;1886.453526873709622784
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18800;22/06/2021, 02:00:00;1624320000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;582907.435261936080440033;1088645210.650607722563264938;1088645210.650607722563264938;335454.237322499838232596;627673886.86531581604511279;1871.116286606572557019;2478316.251828267156374065;1886.453526873709622784;1988.426183474653092358;1696.641637954461505019;1871.116286606572557019
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18801;23/06/2021, 02:00:00;1624406400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;400236.581779740823942076;791064644.262418619693057539;791064644.262418619693057539;337427.702077347190357485;663385555.766866926427840303;1966.007982399743020413;1614189.445633383856113428;1871.116286606572557019;2036.591861101432206685;1831.644531093254107194;1966.007982399743020413
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18802;24/06/2021, 02:00:00;1624492800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;281819.787086310939864368;553065700.50472072260806785;553065700.50472072260806785;307751.586895211653042637;611644520.186491294690968574;1987.46179136601537801;1050377.694582369457619352;1966.007982399743020413;2028.953394203697868233;1880.518645551866642425;1987.46179136601537801
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18803;25/06/2021, 02:00:00;1624579200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;394210.554650227785259943;741357757.238728245133964365;741357757.238728245133964365;323539.702441881156845332;588090075.617258568564362489;1817.675145210037229464;1487093.953735912816957343;1987.46179136601537801;2012.605953350984786361;1798.753316478020700232;1817.675145210037229464
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18804;26/06/2021, 02:00:00;1624665600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;396951.028172713235847009;706348464.410090948504187262;706348464.410090948504187262;283651.339518188463751508;518232427.055189444140515735;1827.005040538364985182;1253482.670976688111668074;1815.476385025367956309;1841.99733577827811029;1722.168522597381655402;1827.005040538364985182
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18805;27/06/2021, 02:00:00;1624752000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;342161.233193551714165389;637289324.545585818111458316;637289324.545585818111458316;262726.1885485127879426;519270338.111514246981649953;1976.469650704920853149;1151676.479707062338809565;1827.005040538364985182;1976.469650704920853149;1810.1772081619317648;1976.469650704920853149
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18806;28/06/2021, 02:00:00;1624838400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;440483.673317617646941443;905267922.110706997962148141;905267922.110706997962148141;247966.905582001880343791;515681814.210456547673452372;2079.639672076813428337;1754121.371547075492194575;1976.469650704920853149;2144.057575323479691133;1968.61746409271320204;2079.639672076813428337
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18807;29/06/2021, 02:00:00;1624924800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;369191.719573839681061345;801054465.016972013701310307;801054465.016972013701310307;260522.99683934047054107;564170708.872778557372684132;2165.531318606363952002;1463772.293252563323103897;2079.639672076813428337;2235.927336329805383409;2079.639672076813428337;2165.531318606363952002
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18808;30/06/2021, 02:00:00;1625011200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;411119.50032184390514148;891669132.137500267401794035;891669132.137500267401794035;228710.784055413003286234;520750502.199962592963285048;2276.895269065200650688;1627000.471954790790555736;2165.531318606363952002;2278.857218536308309454;2098.265109231533023474;2276.895269065200650688
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18809;01/07/2021, 02:00:00;1625097600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;380177.742874503975921267;816432665.800825238605425119;816432665.800825238605425119;269922.217984734004091864;570432323.272841980708805785;2113.321117215715574168;1322783.895855252318207806;2276.895269065200650688;2276.895269065200650688;2078.93492174876535162;2113.321117215715574168
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18810;02/07/2021, 02:00:00;1625184000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;288707.689816474088999919;600700825.191362753093708136;600700825.191362753093708136;256814.806714899191996299;553126670.299615011813066725;2153.795870943157708558;999368.781129382590461585;2113.321117215715574168;2153.836054593339922508;2023.278583449631646844;2153.795870943157708558
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18811;03/07/2021, 02:00:00;1625270400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;242976.754969680314468019;532763319.272794593264710662;532763319.272794593264710662;247523.346132245316711025;550643963.043080708414192426;2224.614250119606464706;966299.207769747932583382;2153.795870943157708558;2239.397932205861209635;2120.205906148609497596;2224.614250119606464706
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18812;04/07/2021, 02:00:00;1625356800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;255351.112607746937201164;589994291.456596312606571634;589994291.456596312606571634;244546.760267206765422824;569368788.556305078147648161;2328.26142507133553393;1052391.000608796468626008;2224.614250119606464706;2380.824980117912486483;2199.675729367377846599;2328.26142507133553393
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18813;05/07/2021, 02:00:00;1625443200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;333630.549838176790299279;747255932.216548472243637959;747255932.216548472243637959;271294.398320282027678874;598097942.93049109118966812;2204.608523558214434734;1288926.602466679011495776;2323.014944013175074846;2323.014944013175074846;2164.625625165556654354;2204.608523558214434734
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18814;06/07/2021, 02:00:00;1625529600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;413306.606398574445851513;947515465.449980639526842379;947515465.449980639526842379;246706.947665463733468115;572486407.124756159017189734;2320.511896977670630804;1853235.174743560068101767;2204.608523558214434734;2339.524616632496759812;2203.711614808555158847;2320.511896977670630804
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18815;07/07/2021, 02:00:00;1625616000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;287794.265408112801470724;678522785.197181709754853577;678522785.197181709754853577;254521.883188587265845143;590130701.439761083828917127;2318.585317878170098645;1281868.963958937174291107;2320.511896977670630804;2408.739845066291892789;2304.335086561409050235;2318.585317878170098645
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18816;08/07/2021, 02:00:00;1625702400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;391926.61783854328445757;857119864.50210563787486667;857119864.50210563787486667;306791.878545599013614703;649631426.212899973048810328;2117.498772433586822264;1514012.854296204414671035;2318.585317878170098645;2318.585317878170098645;2089.043874409764866481;2117.498772433586822264
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18817;09/07/2021, 02:00:00;1625788800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;328293.72977711253960574;696880550.991346576762625758;696880550.991346576762625758;305771.192978166964435684;658352954.258641531761376716;2153.090184351179302654;1195966.478547224258439627;2117.498772433586822264;2177.991652227869324891;2055.979811747918497731;2153.090184351179302654
