Time,Open,High,Low,Last,Change,%Chg,Volume
04/24/2023,1.09895,1.10501,1.09664,1.10462,0.00562,+0.51%,187384
04/21/2023,1.09712,1.09935,1.09385,1.099,0.00188,+0.17%,206710
04/20/2023,1.09556,1.09896,1.09338,1.09712,0.00155,+0.14%,209415
04/19/2023,1.09733,1.09841,1.09176,1.09557,-0.00175,-0.16%,202656
04/18/2023,1.09279,1.0983,1.09225,1.09732,0.00453,+0.41%,188774
04/17/2023,1.09897,1.09999,1.09094,1.09279,-0.00661,-0.60%,194437
04/14/2023,1.10467,1.10759,1.09722,1.0994,-0.00527,-0.48%,215425
04/13/2023,1.09918,1.10679,1.09776,1.10467,0.00549,+0.50%,199609
04/12/2023,1.09129,1.10004,1.09116,1.09918,0.00788,+0.72%,203599
04/11/2023,1.08609,1.09281,1.0859,1.0913,0.00519,+0.48%,192892
04/10/2023,1.09021,1.09172,1.08318,1.08611,-0.00441,-0.40%,148897
04/07/2023,1.09214,1.09249,1.08774,1.09052,-0.0016,-0.15%,88346
04/06/2023,1.0907,1.09375,1.08848,1.09212,0.00141,+0.13%,182068
04/05/2023,1.09554,1.09695,1.08916,1.09071,-0.00484,-0.44%,218178
04/04/2023,1.09032,1.09731,1.08831,1.09555,0.00521,+0.48%,231438
04/03/2023,1.08474,1.09164,1.07884,1.09034,0.00616,+0.57%,230624
03/31/2023,1.09055,1.09257,1.0837,1.08418,-0.00636,-0.58%,236543
03/30/2023,1.08445,1.09261,1.08242,1.09054,0.0061,+0.56%,223520
03/29/2023,1.0845,1.0871,1.08187,1.08444,-9.0E-5,-0.01%,220652
03/28/2023,1.07982,1.08488,1.0796,1.08453,0.0047,+0.44%,225801
03/27/2023,1.07769,1.08005,1.07448,1.07983,0.00387,+0.36%,232223
03/24/2023,1.08325,1.08389,1.07143,1.07596,-0.00728,-0.67%,320857
03/23/2023,1.08556,1.09296,1.08251,1.08324,-0.00233,-0.21%,321338
03/22/2023,1.07689,1.09123,1.0759,1.08557,0.00867,+0.81%,286210
03/21/2023,1.07233,1.07883,1.0704,1.0769,0.00458,+0.43%,264438
03/20/2023,1.06888,1.07306,1.06316,1.07232,0.00569,+0.53%,330841
03/17/2023,1.06119,1.06853,1.06094,1.06663,0.00543,+0.51%,328349
03/16/2023,1.05774,1.06353,1.05511,1.0612,0.00345,+0.33%,405279
03/15/2023,1.07327,1.076,1.05169,1.05775,-0.01551,-1.45%,424557
03/14/2023,1.07314,1.07496,1.0679,1.07326,0.00011,+0.01%,387997
03/13/2023,1.06497,1.07487,1.06497,1.07315,0.00914,+0.86%,454932
03/10/2023,1.05827,1.07003,1.05741,1.06401,0.00575,+0.54%,375401
03/09/2023,1.05444,1.05912,1.05382,1.05826,0.00382,+0.36%,235677
03/08/2023,1.05492,1.05741,1.05264,1.05444,-0.00049,-0.05%,255926
03/07/2023,1.06821,1.06945,1.05463,1.05493,-0.0133,-1.25%,283305
03/06/2023,1.06178,1.06945,1.06177,1.06823,0.00476,+0.45%,230812
03/03/2023,1.05972,1.06387,1.05884,1.06347,0.00376,+0.35%,243917
03/02/2023,1.06688,1.06729,1.05765,1.05971,-0.00718,-0.67%,273027
03/01/2023,1.05762,1.06913,1.05654,1.06689,0.00926,+0.88%,298206
02/28/2023,1.06094,1.06448,1.05742,1.05763,-0.00331,-0.31%,228499
02/27/2023,1.05556,1.06194,1.05329,1.06094,0.00644,+0.61%,232549
02/24/2023,1.05949,1.06144,1.0536,1.0545,-0.00498,-0.47%,289074
02/23/2023,1.06045,1.06277,1.05776,1.05948,-0.00098,-0.09%,246009
02/22/2023,1.06474,1.0664,1.05993,1.06046,-0.00427,-0.40%,273648
02/21/2023,1.06853,1.06977,1.06376,1.06473,-0.0038,-0.36%,265977
02/20/2023,1.06855,1.07045,1.06706,1.06853,-0.00086,-0.08%,155101
02/17/2023,1.06725,1.06984,1.0613,1.06939,0.00214,+0.20%,259330
02/16/2023,1.06874,1.07224,1.06549,1.06725,-0.00147,-0.14%,285341
02/15/2023,1.07366,1.07444,1.06608,1.06872,-0.00492,-0.46%,271109
02/14/2023,1.0725,1.0804,1.07071,1.07364,0.00112,+0.10%,320346
02/13/2023,1.06741,1.07301,1.06556,1.07252,0.00477,+0.45%,212592
02/10/2023,1.074,1.07526,1.06664,1.06775,-0.00626,-0.58%,271770
02/09/2023,1.07135,1.07906,1.07098,1.07401,0.00265,+0.25%,255410
02/08/2023,1.07278,1.07607,1.07096,1.07136,-0.00142,-0.13%,244811
02/07/2023,1.07262,1.07666,1.06693,1.07278,0.00017,+0.02%,321430
02/06/2023,1.07882,1.07989,1.07097,1.07261,-0.00691,-0.64%,256094
02/03/2023,1.09099,1.09401,1.07928,1.07952,-0.01148,-1.05%,305337
02/02/2023,1.09893,1.10326,1.08862,1.091,-0.00791,-0.72%,330487
02/01/2023,1.0862,1.10005,1.08522,1.09891,0.01272,+1.17%,277061
01/31/2023,1.0851,1.08749,1.08022,1.08619,0.0011,+0.10%,259654
01/30/2023,1.08669,1.09138,1.08394,1.08509,-0.00181,-0.17%,241053
01/27/2023,1.08916,1.09002,1.08382,1.0869,-0.00225,-0.21%,234697
01/26/2023,1.09162,1.09295,1.0851,1.08915,-0.00247,-0.23%,252036
01/25/2023,1.08882,1.09234,1.08575,1.09162,0.00281,+0.26%,240506
01/24/2023,1.08722,1.08981,1.08353,1.08881,0.00158,+0.15%,244029
01/23/2023,1.08675,1.09265,1.08465,1.08723,0.0016,+0.15%,255943
01/20/2023,1.08305,1.08583,1.08024,1.08563,0.00258,+0.24%,254659
01/19/2023,1.07945,1.08399,1.07824,1.08305,0.00361,+0.33%,305121
01/18/2023,1.07884,1.08873,1.07666,1.07944,0.0006,+0.06%,372096
01/17/2023,1.08217,1.08693,1.07748,1.07884,-0.00332,-0.31%,313375
01/16/2023,1.08335,1.08741,1.08017,1.08216,-0.00115,-0.11%,192260
01/13/2023,1.08521,1.08683,1.07806,1.08331,-0.00189,-0.17%,309393
01/12/2023,1.0757,1.08667,1.07315,1.0852,0.00952,+0.89%,354086
01/11/2023,1.07337,1.07761,1.07261,1.07568,0.00231,+0.22%,252670
01/10/2023,1.0732,1.07593,1.07122,1.07337,0.00016,+0.01%,295683
01/09/2023,1.06365,1.07605,1.06362,1.07321,0.00876,+0.82%,288935
01/06/2023,1.05217,1.06482,1.04837,1.06445,0.01228,+1.17%,322377
01/05/2023,1.0604,1.06315,1.0515,1.05217,-0.00822,-0.78%,325830
01/04/2023,1.05478,1.06349,1.05411,1.06039,0.00561,+0.53%,353787
01/03/2023,1.06677,1.06831,1.05198,1.05478,-0.012,-1.12%,353181
01/02/2023,1.07037,1.07099,1.06506,1.06678,-0.00357,-0.33%,82097
12/30/2022,1.0662,1.07133,1.06388,1.07035,0.00416,+0.39%,289113
12/29/2022,1.06123,1.069,1.06111,1.06619,0.00495,+0.47%,250193
12/28/2022,1.06396,1.06741,1.06068,1.06124,-0.00273,-0.26%,261610
12/27/2022,1.06371,1.06693,1.06118,1.06397,0.00026,+0.02%,242754
12/26/2022,1.06148,1.06386,1.06086,1.06371,0.00224,+0.21%,21902
12/23/2022,1.05979,1.06327,1.05871,1.06147,0.00169,+0.16%,289404
12/22/2022,1.06047,1.06591,1.05735,1.05978,-0.00068,-0.06%,309798
12/21/2022,1.06228,1.06442,1.05903,1.06046,-0.00183,-0.17%,304020
12/20/2022,1.06071,1.06582,1.0579,1.06229,0.00155,+0.15%,407794
12/19/2022,1.05894,1.0658,1.05762,1.06074,0.0021,+0.20%,278775
12/16/2022,1.0627,1.06628,1.05853,1.05864,-0.00406,-0.38%,335830
12/15/2022,1.0682,1.07349,1.05924,1.0627,-0.0055,-0.51%,371448
12/14/2022,1.06329,1.06949,1.06192,1.0682,0.00491,+0.46%,372137
12/13/2022,1.05388,1.06731,1.05283,1.06329,0.00942,+0.89%,361655
12/12/2022,1.05317,1.05798,1.05064,1.05387,0.00065,+0.06%,263204
12/09/2022,1.05542,1.05883,1.05062,1.05322,-0.00221,-0.21%,309909
12/08/2022,1.05034,1.05642,1.04895,1.05543,0.00507,+0.48%,303399
12/07/2022,1.04641,1.05491,1.04433,1.05036,0.00395,+0.38%,331377
12/06/2022,1.04908,1.05328,1.04593,1.04641,-0.00268,-0.26%,318275
12/05/2022,1.05304,1.05945,1.04801,1.04909,-0.00499,-0.47%,318005
12/02/2022,1.05248,1.05448,1.04284,1.05408,0.00159,+0.15%,364834
12/01/2022,1.04055,1.05333,1.03941,1.05249,0.01193,+1.15%,270907
11/30/2022,1.03287,1.04283,1.02942,1.04056,0.00769,+0.74%,295465
11/29/2022,1.03377,1.03941,1.032,1.03287,-0.00091,-0.09%,344697
11/28/2022,1.03859,1.04965,1.03303,1.03378,-0.00584,-0.56%,326053
11/25/2022,1.04106,1.0429,1.03548,1.03962,-0.00145,-0.14%,272265
11/24/2022,1.03946,1.04484,1.03821,1.04107,0.00161,+0.15%,237042
11/23/2022,1.03034,1.04047,1.02967,1.03946,0.00913,+0.89%,306936
11/22/2022,1.02404,1.0308,1.02387,1.03033,0.0063,+0.62%,273407
11/21/2022,1.03255,1.03326,1.02227,1.02403,-0.00837,-0.81%,310041
11/18/2022,1.03628,1.03953,1.03127,1.0324,-0.00393,-0.38%,325557
11/17/2022,1.03934,1.04061,1.03051,1.03633,-0.00301,-0.29%,369345
11/16/2022,1.03467,1.04379,1.03314,1.03934,0.00463,+0.45%,447573
11/15/2022,1.03258,1.04794,1.02803,1.03471,0.00211,+0.20%,456459
11/14/2022,1.03635,1.03635,1.02716,1.0326,-0.00153,-0.15%,380972
11/11/2022,1.02081,1.03639,1.01632,1.03413,0.01328,+1.30%,436230
11/10/2022,1.00107,1.02214,0.99357,1.02085,0.01975,+1.97%,422979
11/09/2022,1.00695,1.00881,0.99928,1.0011,-0.00592,-0.59%,394084
11/08/2022,1.00185,1.00958,0.99729,1.00702,0.00502,+0.50%,329655
11/07/2022,0.99094,1.00335,0.98985,1.002,0.00612,+0.61%,361408
11/04/2022,0.97469,0.99662,0.97418,0.99588,0.02116,+2.17%,336069
11/03/2022,0.98126,0.98391,0.97299,0.97472,-0.00652,-0.66%,348338
11/02/2022,0.98726,0.99751,0.98117,0.98124,-0.00604,-0.61%,341458
11/01/2022,0.98797,0.99527,0.9853,0.98728,-0.00068,-0.07%,346234
10/31/2022,0.99481,0.99653,0.98728,0.98796,-0.00841,-0.84%,288381
10/28/2022,0.99636,0.99979,0.99267,0.99637,0,0.00%,395845
10/27/2022,1.00804,1.00935,0.99576,0.99637,-0.01169,-1.16%,421491
10/26/2022,0.99649,1.00884,0.99436,1.00806,0.01153,+1.16%,402231
10/25/2022,0.98732,0.99767,0.98498,0.99653,0.00919,+0.93%,382982
10/24/2022,0.98625,0.98986,0.98069,0.98734,0.00117,+0.12%,458129
10/21/2022,0.97853,0.98689,0.9705,0.98617,0.00757,+0.77%,461474
10/20/2022,0.97721,0.98451,0.97546,0.9786,0.00139,+0.14%,394065
10/19/2022,0.98492,0.98719,0.97573,0.97721,-0.00768,-0.78%,397224
10/18/2022,0.98404,0.98753,0.98128,0.98489,0.00083,+0.08%,411213
10/17/2022,0.97378,0.98519,0.97116,0.98406,0.01197,+1.23%,374075
10/14/2022,0.97737,0.98079,0.97071,0.97209,-0.00532,-0.54%,435543
10/13/2022,0.97015,0.98059,0.96327,0.97741,0.00727,+0.75%,432258
10/12/2022,0.97049,0.97341,0.96681,0.97014,-0.00036,-0.04%,424645
10/11/2022,0.96995,0.9774,0.96721,0.9705,0.00056,+0.06%,440744
10/10/2022,0.97362,0.97526,0.96818,0.96994,-0.00385,-0.40%,349332
10/07/2022,0.97892,0.98165,0.97263,0.97379,-0.00519,-0.53%,390067
10/06/2022,0.98826,0.99264,0.97882,0.97898,-0.00929,-0.94%,436343
10/05/2022,0.99839,0.99947,0.98351,0.98827,-0.01012,-1.01%,397260
10/04/2022,0.98243,0.99991,0.98061,0.99839,0.01597,+1.63%,434370
10/03/2022,0.97857,0.98446,0.9753,0.98242,0.00218,+0.22%,412777
09/30/2022,0.98146,0.98527,0.97348,0.98024,-0.00124,-0.13%,473618
09/29/2022,0.97293,0.98149,0.96361,0.98148,0.0086,+0.88%,476451
09/28/2022,0.9592,0.97507,0.95364,0.97288,0.01367,+1.43%,504618
09/27/2022,0.9608,0.967,0.95692,0.95921,-0.0016,-0.17%,445094
09/26/2022,0.96613,0.97092,0.95534,0.96081,-0.00788,-0.81%,528837
09/23/2022,0.98262,0.98516,0.96677,0.96869,-0.01396,-1.42%,394297
09/22/2022,0.98361,0.9906,0.98086,0.98265,-0.00097,-0.10%,414387
09/21/2022,0.99683,0.99747,0.98134,0.98362,-0.01322,-1.33%,386367
09/20/2022,1.00225,1.00503,0.99553,0.99684,-0.00546,-0.54%,312486
09/19/2022,1.00115,1.00288,0.99661,1.0023,0.00098,+0.10%,244451
09/16/2022,0.99945,1.00358,0.99448,1.00132,0.0019,+0.19%,297575
09/15/2022,0.99778,1.00173,0.99557,0.99942,0.00165,+0.17%,293481
09/14/2022,0.99666,1.0023,0.99558,0.99777,0.00111,+0.11%,365605
09/13/2022,1.01207,1.01869,0.99661,0.99666,-0.01544,-1.53%,308244
09/12/2022,1.01223,1.01978,1.00594,1.0121,0.0081,+0.81%,299434
09/09/2022,0.99944,1.0113,0.99939,1.004,0.00457,+0.46%,313719
09/08/2022,1.00008,1.00288,0.99306,0.99943,-0.00066,-0.07%,360540
09/07/2022,0.99029,1.00106,0.98757,1.00009,0.0098,+0.99%,329583
09/06/2022,0.99283,0.99857,0.98658,0.99029,-0.00255,-0.26%,194728
09/05/2022,0.9935,0.99434,0.98785,0.99284,-0.00165,-0.17%,132514
09/02/2022,0.99431,1.00333,0.99376,0.99449,0.00016,+0.02%,166600
09/01/2022,1.00513,1.00543,0.99113,0.99433,-0.01083,-1.08%,167941
08/31/2022,1.00119,1.00785,0.99716,1.00516,0.00398,+0.40%,157654
08/30/2022,0.99921,1.00536,0.99821,1.00118,0.00206,+0.21%,166648
08/29/2022,0.99792,1.00285,0.99138,0.99912,0.00289,+0.29%,153230
08/26/2022,0.99728,1.00853,0.99469,0.99623,-0.00105,-0.11%,156647
08/25/2022,0.99574,1.00332,0.99495,0.99728,0.00162,+0.16%,151552
08/24/2022,0.99673,0.99982,0.991,0.99566,-0.00106,-0.11%,151904
08/23/2022,0.9941,1.00175,0.99007,0.99672,0.00263,+0.26%,162895
08/22/2022,1.00399,1.00462,0.9926,0.99409,-0.00931,-0.93%,134003
08/19/2022,1.00864,1.00951,1.00319,1.0034,-0.00525,-0.52%,196276
08/18/2022,1.01777,1.01946,1.00803,1.00865,-0.00912,-0.90%,194509
08/17/2022,1.01704,1.02025,1.01395,1.01777,0.00073,+0.07%,223491
08/16/2022,1.0157,1.02251,1.01227,1.01704,0.00133,+0.13%,213933
08/15/2022,1.02587,1.02682,1.01548,1.01571,-0.00998,-0.97%,213560
08/12/2022,1.03161,1.03372,1.02385,1.02569,-0.00593,-0.57%,189004
08/11/2022,1.02923,1.03642,1.02169,1.03162,0.00177,+0.17%,217370
08/10/2022,1.02124,1.03675,1.0202,1.02985,0.0086,+0.84%,193442
08/09/2022,1.01866,1.02469,1.01864,1.02125,0.00264,+0.26%,201822
08/08/2022,1.01897,1.02214,1.01591,1.01861,0.00083,+0.08%,234608
08/05/2022,1.02448,1.02521,1.01414,1.01778,-0.00671,-0.65%,277300
08/04/2022,1.01589,1.02535,1.01547,1.02449,0.00854,+0.84%,280035
08/03/2022,1.01654,1.02091,1.01226,1.01595,-0.0006,-0.06%,310811
08/02/2022,1.02607,1.02934,1.01632,1.01655,-0.00951,-0.93%,347907
08/01/2022,1.02075,1.02749,1.0203,1.02606,0.00358,+0.35%,292871
07/29/2022,1.01956,1.02537,1.01463,1.02248,0.00293,+0.29%,338420
07/28/2022,1.01915,1.02341,1.01143,1.01955,0.00048,+0.05%,354549
07/27/2022,1.01128,1.02203,1.00965,1.01907,0.00775,+0.77%,299262
07/26/2022,1.0215,1.02499,1.01075,1.01132,-0.0102,-1.00%,274083
07/25/2022,1.02187,1.02576,1.01795,1.02152,0.00034,+0.03%,305867
07/22/2022,1.02277,1.02548,1.013,1.02118,-0.00159,-0.16%,346002
07/21/2022,1.01765,1.02777,1.01543,1.02277,0.00508,+0.50%,368065
07/20/2022,1.02238,1.02726,1.01554,1.01769,-0.00471,-0.46%,310221
07/19/2022,1.01414,1.02686,1.01197,1.0224,0.00825,+0.81%,316037
07/18/2022,1.00837,1.02011,1.00783,1.01415,0.00669,+0.66%,279433
07/15/2022,1.00181,1.00976,1.00067,1.00746,0.00563,+0.56%,300313
07/14/2022,1.00535,1.00601,0.99522,1.00183,-0.00347,-0.35%,375107
07/13/2022,1.00323,1.0121,0.99978,1.0053,0.00205,+0.20%,342659
07/12/2022,1.00351,1.00733,0.99998,1.00325,-0.00026,-0.03%,336249
07/11/2022,1.0173,1.01832,1.00336,1.00351,-0.01454,-1.43%,279934
07/08/2022,1.01565,1.0191,1.00723,1.01805,0.00242,+0.24%,307912
07/07/2022,1.01814,1.02207,1.01441,1.01563,-0.00253,-0.25%,291796
07/06/2022,1.02637,1.0276,1.01616,1.01816,-0.0082,-0.80%,333081
07/05/2022,1.04217,1.04485,1.02349,1.02636,-0.01583,-1.52%,317032
07/04/2022,1.04197,1.04623,1.04147,1.04219,0.00066,+0.06%,194803
07/01/2022,1.04826,1.0485,1.03663,1.04153,-0.00675,-0.64%,319165
06/30/2022,1.04384,1.04883,1.03826,1.04828,0.00441,+0.42%,311817
06/29/2022,1.05168,1.05353,1.0435,1.04387,-0.00785,-0.75%,281589
06/28/2022,1.05804,1.06057,1.05035,1.05172,-0.00633,-0.60%,274851
06/27/2022,1.05529,1.06145,1.05477,1.05805,0.00624,+0.59%,253139
06/24/2022,1.0516,1.05708,1.05121,1.05181,0.00027,+0.03%,260341
06/23/2022,1.05651,1.05809,1.04828,1.05154,-0.005,-0.47%,338302
06/22/2022,1.05284,1.06055,1.04692,1.05654,0.00368,+0.35%,302191
06/21/2022,1.05093,1.05821,1.05068,1.05286,0.00192,+0.18%,240912
06/20/2022,1.04823,1.05453,1.04725,1.05094,0.00238,+0.23%,211289
06/17/2022,1.05426,1.05597,1.04445,1.04856,-0.00572,-0.54%,337800
06/16/2022,1.04396,1.06009,1.0381,1.05428,0.01035,+0.99%,390237
06/15/2022,1.04154,1.05072,1.03593,1.04393,0.00237,+0.23%,414237
06/14/2022,1.04053,1.0484,1.03969,1.04156,0.00105,+0.10%,314119
06/13/2022,1.05148,1.05196,1.03997,1.04051,-0.01071,-1.02%,298245
06/10/2022,1.06174,1.06421,1.05057,1.05122,-0.01056,-0.99%,273478
06/09/2022,1.07161,1.07734,1.06109,1.06178,-0.00983,-0.92%,270462
06/08/2022,1.0693,1.07482,1.06715,1.07161,0.00237,+0.22%,195161
06/07/2022,1.06947,1.07137,1.06523,1.06924,-0.00021,-0.02%,214258
06/06/2022,1.07191,1.07514,1.0684,1.06945,-0.00227,-0.21%,159830
06/03/2022,1.07464,1.07638,1.07043,1.07172,-0.00293,-0.27%,169597
06/02/2022,1.06504,1.07499,1.0645,1.07465,0.00955,+0.90%,180795
06/01/2022,1.07329,1.07385,1.06271,1.0651,-0.00818,-0.76%,206464
05/31/2022,1.07792,1.07799,1.06792,1.07328,-0.00462,-0.43%,253191
05/30/2022,1.07347,1.07867,1.07257,1.0779,0.00487,+0.45%,158052
05/27/2022,1.07168,1.07647,1.06975,1.07303,0.00141,+0.13%,209241
05/26/2022,1.06718,1.07314,1.06624,1.07162,0.00443,+0.42%,234154
05/25/2022,1.07267,1.07386,1.06424,1.06719,-0.00541,-0.50%,255991
05/24/2022,1.06896,1.07481,1.06335,1.0726,0.00358,+0.33%,251207
05/23/2022,1.05708,1.0697,1.05556,1.06902,0.01283,+1.21%,217235
05/20/2022,1.05811,1.05984,1.05329,1.05619,-0.0019,-0.18%,253758
05/19/2022,1.04603,1.06068,1.04599,1.05809,0.01207,+1.15%,299596
05/18/2022,1.05494,1.05632,1.04598,1.04602,-0.00894,-0.85%,231190
05/17/2022,1.04292,1.05552,1.04284,1.05496,0.01205,+1.16%,272235
05/16/2022,1.03931,1.0443,1.03892,1.04291,0.00212,+0.20%,226593
05/13/2022,1.038,1.04192,1.03498,1.04079,0.00279,+0.27%,267155
05/12/2022,1.05122,1.05291,1.03541,1.038,-0.01323,-1.26%,339975
05/11/2022,1.05275,1.05769,1.05022,1.05123,-0.00154,-0.15%,332239
05/10/2022,1.0557,1.05849,1.05254,1.05277,-0.00295,-0.28%,295850
05/09/2022,1.05525,1.05919,1.04952,1.05572,0.00192,+0.18%,264954
05/06/2022,1.0539,1.05987,1.04829,1.0538,-0.0001,-0.01%,354587
05/05/2022,1.06163,1.06417,1.04926,1.0539,-0.0077,-0.73%,325612
05/04/2022,1.05189,1.06307,1.0506,1.0616,0.00972,+0.92%,296043
05/03/2022,1.05007,1.05772,1.04921,1.05188,0.00174,+0.17%,250581
05/02/2022,1.05578,1.05676,1.04902,1.05014,-0.00258,-0.25%,228405
04/29/2022,1.04981,1.05926,1.04909,1.05272,0.0029,+0.28%,274057
